"No.","Time","Source","Destination","Protocol","Length","Info"
"499","2.596583","fe80::ea25:f141:4213:e30a","ff02::fb","MDNS","153","Standard query response 0x0000 A, cache flush 10.25.132.78 AAAA, cache flush fe80::ea25:f141:4213:e30a NSEC, cache flush Android-7.local"
"500","2.596583","10.25.129.112","224.0.0.251","MDNS","86","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question"
"501","2.596583","fe80::e4:d3d:c22:2d55","ff02::fb","MDNS","106","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question"
"502","2.596583","10.25.136.117","239.255.255.250","UDP","155","1990  >  1990 Len=113"
"503","2.596583","fe80::18e2:12ff:fe43:1e01","ff02::fb","MDNS","310","Standard query response 0x0000 PTR, cache flush Android-7.local PTR, cache flush Android-7.local A, cache flush 10.25.138.26 AAAA, cache flush fe80::18e2:12ff:fe43:1e01 NSEC, cache flush 26.138.25.10.in-addr.arpa NSEC, cache flush 1.0.E.1.3.4.E.F.F.F.2.1.2.E.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-7.local"
"504","2.596583","10.25.138.26","224.0.0.251","MDNS","290","Standard query response 0x0000 PTR, cache flush Android-7.local PTR, cache flush Android-7.local A, cache flush 10.25.138.26 AAAA, cache flush fe80::18e2:12ff:fe43:1e01 NSEC, cache flush 26.138.25.10.in-addr.arpa NSEC, cache flush 1.0.E.1.3.4.E.F.F.F.2.1.2.E.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-7.local"
"505","2.609277","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.143.1? Tell 10.25.151.1"
"506","2.609277","fe80::b2d5:4df7:536c:8aab","ff02::fb","MDNS","152","Standard query response 0x0000 PTR {""nm"":""."",""as"":""[8193, 8194]"",""ip"":""138""}._mi-connect._udp.local"
"507","2.609277","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.131.9? Tell 10.25.151.1"
"508","2.609277","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.138.231? Tell 10.25.151.1"
"509","2.609277","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.142.1? Tell 10.25.151.1"
"510","2.641886","10.25.139.150","10.25.128.166","TLSv1.2","164","Application Data"
"511","2.662506","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xf1f5 PTR _quickshare._tcp.local, ""QM"" question"
"512","2.672900","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x5e01 PTR _quickshare._tcp.local, ""QM"" question"
"513","2.672900","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xf1f5 PTR _quickshare._tcp.local, ""QM"" question"
"514","2.672900","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x5e01 PTR _quickshare._tcp.local, ""QM"" question"
"515","2.672900","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xd814 PTR _quickshare._tcp.local, ""QM"" question"
"516","2.672900","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xd814 PTR _quickshare._tcp.local, ""QM"" question"
"517","2.672900","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x88a9 PTR _quickshare._tcp.local, ""QM"" question"
"518","2.672900","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x5805 PTR _quickshare._tcp.local, ""QM"" question"
"519","2.672900","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x76d2 PTR _quickshare._tcp.local, ""QM"" question"
"520","2.672900","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x8c1f PTR _quickshare._tcp.local, ""QM"" question"
"521","2.672900","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x88a9 PTR _quickshare._tcp.local, ""QM"" question"
"522","2.673479","10.25.139.150","150.171.27.11","TCP","1404","[TCP Retransmission] 58873  >  443 [PSH, ACK] Seq=719 Ack=1 Win=65280 Len=1350"
"523","2.681675","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x9580 PTR _quickshare._tcp.local, ""QM"" question"
"524","2.681675","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x7188 PTR _quickshare._tcp.local, ""QM"" question"
"525","2.681675","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xb5f8 PTR _quickshare._tcp.local, ""QM"" question"
"526","2.681675","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x8e90 PTR _quickshare._tcp.local, ""QM"" question"
"527","2.681675","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x8e90 PTR _quickshare._tcp.local, ""QM"" question"
"528","2.681675","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xf8b8 PTR _quickshare._tcp.local, ""QM"" question"
"529","2.681675","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xf8b8 PTR _quickshare._tcp.local, ""QM"" question"
"530","2.681675","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x9524 PTR _quickshare._tcp.local, ""QM"" question"
"531","2.681675","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x9524 PTR _quickshare._tcp.local, ""QM"" question"
"532","2.681675","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x57b7 PTR _quickshare._tcp.local, ""QM"" question"
"533","2.683211","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x57b7 PTR _quickshare._tcp.local, ""QM"" question"
"534","2.683211","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xc04b PTR _quickshare._tcp.local, ""QM"" question"
"535","2.683211","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xc04b PTR _quickshare._tcp.local, ""QM"" question"
"536","2.693572","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x7467 PTR _quickshare._tcp.local, ""QM"" question"
"537","2.693572","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x30ed PTR _quickshare._tcp.local, ""QM"" question"
"538","2.693572","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xce0e PTR _quickshare._tcp.local, ""QM"" question"
"539","2.693572","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.132.150? Tell 10.25.151.1"
"540","2.693572","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.141.1? Tell 10.25.151.1"
"541","2.693572","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.133.86? Tell 10.25.151.1"
"542","2.693572","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.137.1? Tell 10.25.151.1"
"543","2.693572","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.144.1? Tell 10.25.151.1"
"544","2.693572","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.129.0? Tell 10.25.151.1"
"545","2.693572","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.158.1? Tell 10.25.151.1"
"546","2.693572","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.130.1? Tell 10.25.151.1"
"547","2.693572","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.128.1? Tell 10.25.151.1"
"548","2.693572","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xb400 PTR _quickshare._tcp.local, ""QM"" question"
"549","2.693572","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xce0e PTR _quickshare._tcp.local, ""QM"" question"
"550","2.693572","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xb400 PTR _quickshare._tcp.local, ""QM"" question"
"551","2.693572","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xb18f PTR _quickshare._tcp.local, ""QM"" question"
"552","2.693572","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x05f9 PTR _quickshare._tcp.local, ""QM"" question"
"553","2.693572","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xb18f PTR _quickshare._tcp.local, ""QM"" question"
"554","2.693572","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x196e PTR _quickshare._tcp.local, ""QM"" question"
"555","2.693572","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x05f9 PTR _quickshare._tcp.local, ""QM"" question"
"556","2.693572","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x196e PTR _quickshare._tcp.local, ""QM"" question"
"557","2.693572","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x478b PTR _quickshare._tcp.local, ""QM"" question"
"558","2.693572","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x0936 PTR _quickshare._tcp.local, ""QM"" question"
"559","2.693572","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x478b PTR _quickshare._tcp.local, ""QM"" question"
"560","2.693572","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x0936 PTR _quickshare._tcp.local, ""QM"" question"
"561","2.695757","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xa5ae PTR _quickshare._tcp.local, ""QM"" question"
"562","2.695757","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x4178 PTR _quickshare._tcp.local, ""QM"" question"
"563","2.695757","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xa5ae PTR _quickshare._tcp.local, ""QM"" question"
"564","2.695757","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x400e PTR _quickshare._tcp.local, ""QM"" question"
"565","2.695757","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x400e PTR _quickshare._tcp.local, ""QM"" question"
"566","2.695757","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x6326 PTR _quickshare._tcp.local, ""QM"" question"
"567","2.696504","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x6326 PTR _quickshare._tcp.local, ""QM"" question"
"568","2.703877","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x4178 PTR _quickshare._tcp.local, ""QM"" question"
"569","2.703877","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xbf6a PTR _quickshare._tcp.local, ""QM"" question"
"570","2.703877","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xbf6a PTR _quickshare._tcp.local, ""QM"" question"
"571","2.703877","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xa5ee PTR _quickshare._tcp.local, ""QM"" question"
"572","2.703877","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x8141 PTR _quickshare._tcp.local, ""QM"" question"
"573","2.703877","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xa5ee PTR _quickshare._tcp.local, ""QM"" question"
"574","2.703877","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x8141 PTR _quickshare._tcp.local, ""QM"" question"
"575","2.703877","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x132a PTR _quickshare._tcp.local, ""QM"" question"
"576","2.703877","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xf78d PTR _quickshare._tcp.local, ""QM"" question"
"577","2.703877","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xc249 PTR _quickshare._tcp.local, ""QM"" question"
"578","2.703877","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xc249 PTR _quickshare._tcp.local, ""QM"" question"
"579","2.705167","10.25.139.150","10.25.141.101","UDP","80","62910  >  46551 Len=38"
"580","2.705437","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x90b5 PTR _quickshare._tcp.local, ""QM"" question"
"581","2.705437","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xf26b PTR _quickshare._tcp.local, ""QM"" question"
"582","2.705437","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x1b1a PTR _quickshare._tcp.local, ""QM"" question"
"583","2.705437","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x16b7 PTR _quickshare._tcp.local, ""QM"" question"
"584","2.706903","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xf26b PTR _quickshare._tcp.local, ""QM"" question"
"585","2.706903","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x78b2 PTR _quickshare._tcp.local, ""QM"" question"
"586","2.706903","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x90b5 PTR _quickshare._tcp.local, ""QM"" question"
"587","2.724064","150.171.27.11","10.25.139.150","TCP","66","[TCP Retransmission] 443  >  57868 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1350 WS=256 SACK_PERM"
"588","2.724116","10.25.139.150","150.171.27.11","TCP","66","[TCP Dup ACK 463#1] 57868  >  443 [ACK] Seq=2101 Ack=1 Win=65280 Len=0 SLE=0 SRE=1"
"589","2.763874","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xb18f PTR _quickshare._tcp.local, ""QM"" question"
"590","2.765095","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x7fc8 PTR _quickshare._tcp.local, ""QM"" question"
"591","2.774393","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x738f PTR _quickshare._tcp.local, ""QM"" question"
"592","2.774393","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x5d73 PTR _quickshare._tcp.local, ""QM"" question"
"593","2.774393","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x6cfb PTR _quickshare._tcp.local, ""QM"" question"
"594","2.774393","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x8e90 PTR _quickshare._tcp.local, ""QM"" question"
"595","2.774393","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x738f PTR _quickshare._tcp.local, ""QM"" question"
"596","2.774393","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x8e90 PTR _quickshare._tcp.local, ""QM"" question"
"597","2.774393","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x6cfb PTR _quickshare._tcp.local, ""QM"" question"
"598","2.774393","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x5d73 PTR _quickshare._tcp.local, ""QM"" question"
"599","2.774393","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x4925 PTR _quickshare._tcp.local, ""QM"" question"
"600","2.774393","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x4925 PTR _quickshare._tcp.local, ""QM"" question"
"601","2.774393","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x7fc8 PTR _quickshare._tcp.local, ""QM"" question"
"602","2.774393","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x741e PTR _quickshare._tcp.local, ""QM"" question"
"603","2.774393","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x741e PTR _quickshare._tcp.local, ""QM"" question"
"604","2.774393","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x8efd PTR _quickshare._tcp.local, ""QM"" question"
"605","2.774393","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x6978 PTR _quickshare._tcp.local, ""QM"" question"
"606","2.774393","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x8efd PTR _quickshare._tcp.local, ""QM"" question"
"607","2.774393","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x6978 PTR _quickshare._tcp.local, ""QM"" question"
"608","2.774393","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x57a7 PTR _quickshare._tcp.local, ""QM"" question"
"609","2.774393","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x57a7 PTR _quickshare._tcp.local, ""QM"" question"
"610","2.776843","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x417c PTR _quickshare._tcp.local, ""QM"" question"
"611","2.776843","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x417c PTR _quickshare._tcp.local, ""QM"" question"
"612","2.777256","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xcaeb PTR _quickshare._tcp.local, ""QM"" question"
"613","2.778314","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x1b0d PTR _quickshare._tcp.local, ""QM"" question"
"614","2.778314","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x4a26 PTR _quickshare._tcp.local, ""QM"" question"
"615","2.778314","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x1b0d PTR _quickshare._tcp.local, ""QM"" question"
"616","2.778314","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x4a26 PTR _quickshare._tcp.local, ""QM"" question"
"617","2.778314","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xcaeb PTR _quickshare._tcp.local, ""QM"" question"
"618","2.778314","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x5845 PTR _quickshare._tcp.local, ""QM"" question"
"619","2.778314","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x8116 PTR _quickshare._tcp.local, ""QM"" question"
"620","2.782136","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x8116 PTR _quickshare._tcp.local, ""QM"" question"
"621","2.782136","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x6457 PTR _quickshare._tcp.local, ""QM"" question"
"622","2.782136","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x6457 PTR _quickshare._tcp.local, ""QM"" question"
"623","2.782136","10.25.129.112","224.0.0.251","MDNS","126","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR appleâ\200\231s MacBook Air (2)._companion-link._tcp.local"
"624","2.782136","fe80::e4:d3d:c22:2d55","ff02::fb","MDNS","146","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR appleâ\200\231s MacBook Air (2)._companion-link._tcp.local"
"625","2.782136","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x2218 PTR _quickshare._tcp.local, ""QM"" question"
"626","2.782136","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x5845 PTR _quickshare._tcp.local, ""QM"" question"
"627","2.782136","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x2218 PTR _quickshare._tcp.local, ""QM"" question"
"628","2.782136","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x7eac PTR _quickshare._tcp.local, ""QM"" question"
"629","2.783452","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x7eac PTR _quickshare._tcp.local, ""QM"" question"
"630","2.783452","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x7c2b PTR _quickshare._tcp.local, ""QM"" question"
"631","2.783452","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x8c37 PTR _quickshare._tcp.local, ""QM"" question"
"632","2.783988","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x29e6 PTR _quickshare._tcp.local, ""QM"" question"
"633","2.790690","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x29e6 PTR _quickshare._tcp.local, ""QM"" question"
"634","2.790690","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x5689 PTR _quickshare._tcp.local, ""QM"" question"
"635","2.790690","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x8c37 PTR _quickshare._tcp.local, ""QM"" question"
"636","2.790690","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x7c2b PTR _quickshare._tcp.local, ""QM"" question"
"637","2.790690","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x5689 PTR _quickshare._tcp.local, ""QM"" question"
"638","2.790690","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xd698 PTR _quickshare._tcp.local, ""QM"" question"
"639","2.790690","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xd698 PTR _quickshare._tcp.local, ""QM"" question"
"640","2.790690","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xa6cf PTR _quickshare._tcp.local, ""QM"" question"
"641","2.790690","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xa6cf PTR _quickshare._tcp.local, ""QM"" question"
"642","2.790690","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xc150 PTR _quickshare._tcp.local, ""QM"" question"
"643","2.790690","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xc150 PTR _quickshare._tcp.local, ""QM"" question"
"644","2.790690","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xeb0b PTR _quickshare._tcp.local, ""QM"" question"
"645","2.790690","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x7e6b PTR _quickshare._tcp.local, ""QM"" question"
"646","2.790690","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x7464 PTR _quickshare._tcp.local, ""QM"" question"
"647","2.790690","10.25.132.78","224.0.0.251","MDNS","125","Standard query 0x0000 ANY Android-7.local, ""QU"" question ANY Android-7.local, ""QU"" question A 10.25.132.78 AAAA fe80::ea25:f141:4213:e30a"
"648","2.790690","fe80::ea25:f141:4213:e30a","ff02::fb","MDNS","145","Standard query 0x0000 ANY Android-7.local, ""QU"" question ANY Android-7.local, ""QU"" question A 10.25.132.78 AAAA fe80::ea25:f141:4213:e30a"
"649","2.797033","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x7e6b PTR _quickshare._tcp.local, ""QM"" question"
"650","2.797033","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x7464 PTR _quickshare._tcp.local, ""QM"" question"
"651","2.797033","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x40b0 PTR _quickshare._tcp.local, ""QM"" question"
"652","2.797033","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xeb0b PTR _quickshare._tcp.local, ""QM"" question"
"653","2.797033","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.131.234? Tell 10.25.151.1"
"654","2.797033","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.146.1? Tell 10.25.151.1"
"655","2.797033","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.139.1? Tell 10.25.151.1"
"656","2.797033","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.135.165? Tell 10.25.151.1"
"657","2.797033","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.138.1? Tell 10.25.151.1"
"658","2.797033","XiaomiCommun_eb:4f:2a","Broadcast","ARP","60","Who has 10.25.138.26? Tell 10.25.132.78"
"659","2.797033","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x40b0 PTR _quickshare._tcp.local, ""QM"" question"
"660","2.797033","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x76b4 PTR _quickshare._tcp.local, ""QM"" question"
"661","2.797033","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xa42f PTR _quickshare._tcp.local, ""QM"" question"
"662","2.797033","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x50d7 PTR _quickshare._tcp.local, ""QM"" question"
"663","2.798330","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x76b4 PTR _quickshare._tcp.local, ""QM"" question"
"664","2.798330","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xa42f PTR _quickshare._tcp.local, ""QM"" question"
"665","2.798330","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x7fc6 PTR _quickshare._tcp.local, ""QM"" question"
"666","2.799075","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x50d7 PTR _quickshare._tcp.local, ""QM"" question"
"667","2.799075","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x4a25 PTR _quickshare._tcp.local, ""QM"" question"
"668","2.809594","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x9b35 PTR _quickshare._tcp.local, ""QM"" question"
"669","2.809594","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x98e9 PTR _quickshare._tcp.local, ""QM"" question"
"670","2.809594","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xc441 PTR _quickshare._tcp.local, ""QM"" question"
"671","2.809594","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x9b35 PTR _quickshare._tcp.local, ""QM"" question"
"672","2.809594","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x98e9 PTR _quickshare._tcp.local, ""QM"" question"
"673","2.809594","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xc441 PTR _quickshare._tcp.local, ""QM"" question"
"674","2.809594","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x4126 PTR _quickshare._tcp.local, ""QM"" question"
"675","2.809594","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x4126 PTR _quickshare._tcp.local, ""QM"" question"
"676","2.809594","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x1281 PTR _quickshare._tcp.local, ""QM"" question"
"677","2.809594","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x1281 PTR _quickshare._tcp.local, ""QM"" question"
"678","2.809594","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0xa557 PTR _quickshare._tcp.local, ""QM"" question"
"679","2.809594","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x45f8 PTR _quickshare._tcp.local, ""QM"" question"
"680","2.809594","fe80::f446:de5:3d1e:3f00","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"681","2.809594","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x7fc6 PTR _quickshare._tcp.local, ""QM"" question"
"682","2.809594","fe80::6026:1fff:fe43:cc13","ff02::fb","MDNS","102","Standard query 0x6909 PTR _quickshare._tcp.local, ""QM"" question"
"683","2.809594","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x6909 PTR _quickshare._tcp.local, ""QM"" question"
"684","2.809594","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.128.209? Tell 10.25.151.1"
"685","2.809594","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.149.1? Tell 10.25.151.1"
"686","2.809594","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.134.218? Tell 10.25.151.1"
"687","2.809594","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.139.136? Tell 10.25.151.1"
"688","2.809594","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.140.199? Tell 10.25.151.1"
"689","2.809594","JuniperNetwo_3a:3c:30","Broadcast","ARP","60","Who has 10.25.157.1? Tell 10.25.151.1"
"690","2.809594","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0x45f8 PTR _quickshare._tcp.local, ""QM"" question"
"691","2.809594","10.25.137.43","224.0.0.251","MDNS","82","Standard query 0xa557 PTR _quickshare._tcp.local, ""QM"" question"
